CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Age,Under 30,Married,Number of Dependents,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
5288-AHOUP          ,1,1,0,0,11,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,E- check,78.5,874.2,0,4333,71,0,0,0,0,0,None,41.58,Fiber Optic,3,0,0,1,1,0.0,0.0,457.38,1331.58,3
4295-YURET          ,0,1,1,1,56,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Auto Credit card,72.6,4084.35,0,6357,78,0,1,1,1,8,Offer B,5.93,DSL,19,0,1,0,0,0.0,140.0,332.08,4556.43,4
4873-ILOLJ          ,1,0,0,0,24,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,E- check,90.35,2238.5,1,5546,64,0,0,0,0,0,None,32.49,Fiber Optic,23,0,0,1,1,0.0,0.0,779.76,3018.26,1
0365-GXEZS          ,1,0,1,0,18,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,E- check,78.2,1468.75,0,2831,55,0,1,0,1,6,Offer D,31.79,Fiber Optic,19,1,1,0,1,0.0,0.0,572.22,2040.97,5
4644-PIZRT          ,1,0,1,1,17,1,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,1,Auto Bank transfer,70.35,1201.65,0,2704,36,0,1,3,1,5,None,33.24,DSL,76,1,0,0,1,0.0,0.0,565.08,1766.73,3
8917-FAEMR          ,0,0,0,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,784.25,0,3408,28,1,0,0,0,0,None,26.49,None,0,0,0,0,0,0.0,0.0,980.13,1764.38,3
9802-CAQUT          ,0,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Auto Credit card,109.55,7887.25,0,5723,27,1,1,3,1,9,None,33.39,Fiber Optic,52,1,0,1,0,0.0,120.0,2404.08,10411.33,4
8969-PRHFK          ,1,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,411.25,0,4695,32,0,0,0,0,0,Offer D,1.42,None,0,0,0,0,0,0.0,0.0,25.56,436.81,3
5520-FVEWJ          ,0,0,1,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,E- check,84.5,916.9,1,4154,28,1,1,0,1,1,None,40.63,Fiber Optic,59,1,0,1,1,0.0,0.0,487.56,1404.46,1
6901-GOGZG          ,1,0,0,1,60,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,E- check,84.95,4984.85,0,4104,28,1,0,1,0,0,Offer B,49.96,DSL,85,1,1,1,1,0.0,0.0,2997.6,7982.45,3
8201-AAXCB          ,1,0,1,1,25,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,E- check,60.35,1404.65,0,3192,55,0,1,3,1,1,None,25.87,Cable,76,0,0,0,0,0.0,10.0,646.75,2061.4,4
5287-QWLKY          ,1,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Auto Credit card,105.1,7548.1,1,5725,79,0,1,0,1,1,None,44.66,Fiber Optic,8,0,0,1,1,0.0,0.0,3170.86,10718.96,1
0820-FNRNX          ,1,0,1,1,17,1,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,66.7,1077.05,0,2814,48,0,1,3,1,1,Offer D,29.87,DSL,53,1,1,0,1,0.0,0.0,507.79,1584.84,3
1641-RQDAY          ,0,1,1,1,32,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,E- check,100.4,3217.65,0,4848,77,0,1,2,1,1,Offer C,49.21,Fiber Optic,19,0,0,0,1,0.0,0.0,1574.72,4792.37,3
6542-LWGXJ          ,1,0,1,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.0,78.25,0,2730,46,0,1,0,1,1,Offer E,0.0,DSL,12,0,0,0,1,0.0,0.0,0.0,78.25,4
4079-VTGLK          ,1,1,1,0,30,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,0,E- check,74.85,2181.75,0,5610,77,0,1,0,1,7,None,40.5,DSL,8,1,0,0,1,0.0,0.0,1215.0,3396.75,5
9780-FKVVF          ,1,0,0,0,6,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Auto Bank transfer,59.15,336.7,0,3613,60,0,0,0,0,0,Offer E,20.11,DSL,5,0,0,1,1,0.0,0.0,120.66,457.36,3
2737-YNGYW          ,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,E- check,80.55,184.1,1,2856,29,1,0,0,0,0,Offer E,33.89,Fiber Optic,41,0,0,1,1,0.0,0.0,67.78,251.88,3
5167-ZFFMM          ,1,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Auto Credit card,90.85,90.85,1,3424,64,0,0,0,0,0,Offer E,8.56,Fiber Optic,24,0,0,1,1,0.0,0.0,8.56,99.41,3
9117-SHLZX          ,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7,1,3571,36,0,0,0,0,0,None,10.41,DSL,17,0,0,0,1,0.0,0.0,10.41,56.11,3
6496-JDSSB          ,0,0,0,0,8,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Auto Bank transfer,80.0,624.6,0,2165,24,1,0,0,0,0,None,39.92,Fiber Optic,73,0,0,0,1,0.0,0.0,319.36,943.96,4
4818-QIUFN          ,0,1,0,0,20,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,E- check,79.15,1520.9,1,4997,69,0,0,0,0,0,None,11.82,Fiber Optic,5,0,0,0,1,0.0,0.0,236.4,1757.3,1
2592-YKDIF          ,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,20.35,0,5774,47,0,0,0,0,0,None,44.09,None,0,0,0,0,0,0.0,0.0,44.09,64.44,3
1254-IZEYF          ,0,1,0,0,31,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,E- check,99.95,3186.65,1,5362,74,0,0,0,0,0,None,39.36,Fiber Optic,4,0,0,0,1,0.0,0.0,1220.16,4406.81,3
2921-XWDJH          ,0,1,1,0,38,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,E- check,83.45,3147.15,0,2768,76,0,1,0,0,0,None,3.42,Fiber Optic,15,0,0,0,1,24.98,0.0,129.96,3252.13,3
7326-RIGQZ          ,1,0,1,1,6,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,E- check,69.8,377.85,0,2651,48,0,1,3,1,9,None,38.5,Fiber Optic,20,0,0,0,1,0.0,0.0,231.0,608.85,4
9584-EXCDZ          ,0,0,0,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Auto Bank transfer,70.5,1165.6,0,3650,53,0,0,0,0,0,Offer D,41.78,Fiber Optic,16,0,0,0,1,0.0,0.0,710.26,1875.86,3
6712-OAWRH          ,0,1,0,0,26,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,E- check,91.25,2351.8,1,5154,79,0,0,0,0,0,Offer C,34.69,Fiber Optic,27,0,0,0,1,0.0,0.0,901.94,3253.74,3
7572-KPVKK          ,1,0,0,1,62,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,E- check,104.05,6590.5,0,5900,44,0,0,1,0,0,Offer B,17.67,Fiber Optic,19,1,1,1,1,0.0,0.0,1095.54,7686.04,4
6664-FPDAC          ,0,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,E- check,111.95,6418.9,1,4060,77,0,0,0,0,0,Offer B,19.46,Fiber Optic,28,1,1,0,1,0.0,0.0,1089.76,7508.66,3
6907-CQGPN          ,1,0,0,0,29,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,E- check,34.3,1004.75,0,2555,40,0,0,0,0,0,None,0.0,DSL,27,0,1,0,1,0.0,0.0,0.0,1004.75,5
6437-UKHMV          ,0,0,0,0,7,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,E- check,79.7,586.05,1,3109,31,0,0,0,0,0,None,28.92,Fiber Optic,16,0,0,0,1,0.0,0.0,202.44,788.49,2
6877-TJMBR          ,1,0,1,0,1,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,E- check,84.8,84.8,1,2627,21,1,1,0,1,1,Offer E,37.83,Fiber Optic,51,0,1,0,1,0.0,0.0,37.83,122.63,3
8465-SBRXP          ,1,0,1,1,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,1,Auto Bank transfer,94.9,3616.25,0,2436,32,0,1,2,1,1,None,25.84,Fiber Optic,19,1,1,0,0,0.0,0.0,981.92,4598.17,3
4807-IZYOZ          ,0,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Bank transfer,20.65,1020.75,0,4725,25,1,0,0,0,0,Offer B,19.23,None,0,0,0,0,0,19.32,0.0,980.73,1982.16,3
8042-RNLKO          ,1,0,0,0,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Auto Bank transfer,25.45,1699.15,0,4163,40,0,0,0,0,0,Offer A,32.22,None,0,0,0,0,0,0.0,0.0,2126.52,3825.67,3
9184-GALIL          ,0,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,781.25,0,5587,26,1,1,2,1,6,None,2.86,None,0,0,0,0,0,0.0,0.0,108.68,889.93,4
3365-SAIGS          ,0,0,0,0,17,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,E- check,83.55,1329.15,0,5564,60,0,0,0,0,0,None,22.61,Fiber Optic,19,0,0,0,1,0.0,0.0,384.37,1713.52,5
8993-IZEUX          ,1,0,0,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Auto Bank transfer,69.15,488.65,0,4320,54,0,0,0,0,0,None,21.12,Fiber Optic,7,0,0,0,1,0.0,0.0,147.84,636.49,3
2990-OGYTD          ,0,0,1,0,67,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Auto Bank transfer,86.15,5883.85,0,5037,41,0,1,0,1,1,Offer A,3.2,DSL,23,1,1,1,1,0.0,0.0,214.4,6098.25,5
0927-LCSMG          ,1,0,0,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,74.65,544.55,1,3331,23,1,0,0,0,0,Offer E,21.58,Fiber Optic,71,1,0,1,0,0.0,10.0,151.06,705.61,3
4980-URKXC          ,1,0,1,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Auto Bank transfer,20.85,720.05,0,5744,26,1,1,0,1,1,None,12.61,None,0,0,0,0,0,0.0,0.0,453.96,1174.01,4
1208-NBVFH          ,1,0,1,1,20,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,E- check,49.6,939.8,0,3235,63,0,1,1,1,5,None,13.18,Cable,10,1,0,0,1,0.0,0.0,263.6,1203.4,3
6985-HAYWX          ,0,0,1,0,26,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Auto Bank transfer,79.3,2015.8,0,5168,50,0,1,0,1,5,None,37.6,Fiber Optic,10,0,0,0,1,0.0,0.0,977.6,2993.4,3
4304-TSPVK          ,0,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Auto Bank transfer,114.9,7843.55,0,5782,46,0,1,0,1,8,Offer A,23.14,Fiber Optic,21,1,1,1,1,0.0,0.0,1573.52,9417.07,3
5480-HPRRX          ,0,1,0,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,E- check,25.3,77.75,1,3542,80,0,0,0,0,0,None,0.0,DSL,30,0,0,0,1,0.0,0.0,0.0,77.75,3
7143-BQIBA          ,1,0,0,0,10,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,0,Auto Bank transfer,62.25,612.95,0,3415,32,0,0,0,0,0,Offer D,7.65,DSL,17,0,1,0,1,0.0,0.0,76.5,689.45,3
6855-VLGOS          ,1,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,E- check,20.55,1432.55,0,5809,51,0,1,1,1,5,None,37.11,None,0,0,0,0,0,0.0,0.0,2671.92,4104.47,5
0679-IDSTG          ,0,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,E- check,69.25,69.25,1,4568,73,0,1,0,1,1,None,37.3,Fiber Optic,8,0,0,0,1,0.0,0.0,37.3,106.55,1
3441-CGZJH          ,0,0,1,1,43,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Auto Credit card,60.4,2640.55,0,2725,46,0,1,2,1,8,None,0.0,DSL,10,1,1,1,0,0.0,100.0,0.0,2740.55,3
2673-CXQEU          ,0,1,0,0,56,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,E- check,110.5,6139.5,0,4463,73,0,0,0,0,0,None,47.13,Fiber Optic,29,1,0,0,1,0.0,0.0,2639.28,8778.78,4
9378-FXTIZ          ,0,0,1,0,54,1,Yes,DSL,No,No,No,No,Yes,Yes,One year,1,Auto Credit card,70.15,3715.65,1,4596,50,0,1,0,1,1,None,42.1,DSL,12,0,0,1,1,0.0,0.0,2273.4,5989.05,3
7501-VTYLJ          ,0,0,0,1,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,51.55,106.2,0,4057,21,1,0,1,0,0,None,18.61,DSL,27,0,0,0,1,0.0,0.0,37.22,143.42,3
0562-FGDCR          ,0,0,1,1,72,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Mailed check,74.55,5430.65,0,4703,61,0,1,3,1,9,None,21.84,DSL,30,0,1,0,1,0.0,0.0,1572.48,7003.13,3
4291-HPAXL          ,1,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,19.85,0,4840,63,0,0,2,0,0,None,29.1,None,0,0,0,0,0,0.0,0.0,29.1,48.95,3
4646-QZXTF          ,0,0,1,0,7,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Auto Bank transfer,81.25,580.1,0,5928,38,0,1,0,1,4,None,12.16,DSL,9,1,1,1,1,47.36,0.0,85.12,617.86,3
9103-CXVOK          ,1,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,E- check,19.75,19.75,0,3068,31,0,1,2,1,8,None,30.38,None,0,0,0,0,0,0.0,0.0,30.38,50.13,4
8590-YFFQO          ,1,0,1,0,70,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Auto Credit card,64.95,4523.25,0,5669,24,1,1,0,1,1,Offer A,1.63,DSL,41,1,1,0,1,42.89,0.0,114.1,4594.46,3
2578-JQPHZ          ,1,0,0,0,44,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Auto Bank transfer,100.1,4378.35,0,4025,30,0,0,0,0,0,Offer B,48.95,Fiber Optic,59,1,1,1,1,0.0,0.0,2153.8,6532.15,3
1453-RZFON          ,0,0,0,1,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,49.9,49.9,0,5969,39,0,0,3,0,0,Offer E,9.0,Cable,53,0,0,0,1,0.0,0.0,9.0,58.9,3
4112-LUEIZ          ,1,0,0,0,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,E- check,89.5,863.1,1,4206,55,0,0,0,0,0,Offer D,12.78,Fiber Optic,2,0,0,1,1,0.0,0.0,127.8,990.9,3
6128-CZOMY          ,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,E- check,45.65,45.65,1,4689,43,0,0,0,0,0,None,36.99,Cable,22,0,0,0,1,0.0,0.0,36.99,82.64,2
9317-WZPGV          ,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Auto Bank transfer,79.75,159.4,1,4038,74,0,0,0,0,0,Offer E,39.63,Fiber Optic,23,0,0,0,0,0.0,10.0,79.26,248.66,3
7074-IEVOJ          ,0,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,E- check,79.4,205.05,1,3501,75,0,0,0,0,0,None,41.9,Fiber Optic,11,0,0,0,1,0.0,0.0,125.7,330.75,1
3084-DOWLE          ,0,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Auto Bank transfer,92.0,6474.4,0,6434,47,0,1,0,1,8,Offer A,43.29,DSL,16,1,1,1,0,0.0,110.0,3116.88,9701.28,3
2880-FPNAE          ,1,1,1,0,2,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,E- check,74.2,140.1,0,3170,69,0,1,0,1,1,Offer E,7.29,Fiber Optic,14,1,0,0,1,0.0,0.0,14.58,154.68,4
0680-DFNNY          ,1,0,1,0,15,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,E- check,101.1,1504.05,1,2055,62,0,1,0,1,1,None,40.7,Fiber Optic,29,1,0,1,1,0.0,0.0,610.5,2114.55,2
3524-WQDSG          ,0,0,1,1,43,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Auto Bank transfer,99.3,4209.95,0,3280,29,1,1,2,1,8,None,5.25,Fiber Optic,59,1,0,1,1,0.0,0.0,225.75,4435.7,3
5204-QZXPU          ,1,0,0,0,19,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,E- check,39.65,733.35,1,2933,50,0,0,0,0,0,None,0.0,DSL,21,1,0,0,1,0.0,0.0,0.0,733.35,1
7314-OXENN          ,1,0,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,E- check,82.0,184.65,1,3051,42,0,0,0,0,0,None,41.18,Fiber Optic,14,0,0,0,1,0.0,0.0,82.36,267.01,3
9620-QJREV          ,1,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Auto Credit card,20.55,1013.05,0,3313,62,0,0,0,0,0,Offer B,42.25,None,0,0,0,0,0,0.0,0.0,1985.75,2998.8,5
7905-NJMXS          ,1,1,1,0,7,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,E- check,64.2,475.0,0,5116,68,0,1,0,1,2,None,3.19,Cable,26,0,1,0,1,0.0,0.0,22.33,497.33,4
8372-JUXUI          ,1,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,E- check,74.35,74.35,1,2814,32,0,0,0,0,0,None,14.02,Fiber Optic,2,0,0,0,1,0.0,0.0,14.02,88.37,1
0531-XBKMM          ,1,0,0,1,66,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Auto Bank transfer,65.7,4378.9,0,5058,37,0,0,2,0,0,None,32.12,DSL,17,0,1,0,1,0.0,0.0,2119.92,6498.82,3
5753-QQWPW          ,0,0,0,0,28,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,E- check,59.9,1654.7,0,4131,57,0,0,0,0,0,Offer C,11.32,DSL,11,0,1,0,1,0.0,0.0,316.96,1971.66,3
3170-GWYKC          ,0,0,0,0,60,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Auto Bank transfer,104.95,6236.75,0,5926,30,0,0,0,0,0,None,22.88,Fiber Optic,48,1,1,1,1,0.0,0.0,1372.8,7609.55,4
2314-TNDJQ          ,0,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Auto Credit card,55.65,3880.05,0,5192,28,1,1,3,1,1,Offer A,0.0,Cable,59,1,1,1,1,0.0,0.0,0.0,3880.05,4
5186-EJEGL          ,1,0,0,0,9,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,69.5,653.25,0,3628,24,1,0,0,0,0,None,34.43,DSL,51,1,1,1,1,0.0,0.0,309.87,963.12,3
7548-SEPYI          ,0,0,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,E- check,96.25,512.45,1,5056,62,0,0,0,0,0,Offer E,32.12,Fiber Optic,10,0,0,1,1,0.0,0.0,160.6,673.05,2
9944-AEXBM          ,1,0,0,0,32,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Auto Bank transfer,85.65,2664.3,0,2383,51,0,0,0,0,0,None,37.04,Fiber Optic,28,0,0,1,1,0.0,0.0,1185.28,3849.58,3
3199-NPKCN          ,0,0,1,0,67,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,E- check,111.25,7511.65,0,5649,39,0,1,0,1,1,None,35.03,Fiber Optic,23,1,1,1,1,0.0,0.0,2347.01,9858.66,3
5945-AZYHT          ,1,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,E- check,109.6,7854.15,0,4564,53,0,1,0,1,9,Offer A,49.32,Fiber Optic,9,1,0,1,1,0.0,0.0,3501.72,11355.87,3
4853-OITSN          ,1,0,1,0,5,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,E- check,89.15,413.25,0,2576,33,0,1,0,1,8,Offer E,15.74,Fiber Optic,28,0,0,1,1,0.0,0.0,78.7,491.95,3
5868-YWPDW          ,1,1,1,0,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,E- check,84.2,519.15,1,5834,76,0,1,0,1,1,None,40.44,Fiber Optic,25,0,0,0,1,0.0,0.0,242.64,761.79,2
9467-ROOLM          ,0,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.05,461.3,0,2692,50,0,0,0,0,0,Offer C,30.28,None,0,0,0,0,0,0.0,0.0,757.0,1218.3,5
3030-YZADT          ,1,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,431.0,1,5023,57,0,0,0,0,0,Offer E,2.88,DSL,26,0,0,0,0,0.0,10.0,25.92,466.92,1
8382-SHQEH          ,0,0,1,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,E- check,84.9,764.95,1,2656,58,0,1,0,1,1,None,29.0,Fiber Optic,30,0,0,1,1,0.0,0.0,232.0,996.95,1
9675-ICXCT          ,1,0,1,0,72,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,E- check,80.8,5728.55,0,4689,23,1,1,0,1,8,Offer A,35.07,Cable,53,1,1,1,1,0.0,0.0,2525.04,8253.59,5
8496-EJAUI          ,1,0,0,0,19,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Auto Credit card,73.85,1424.5,1,2251,47,0,0,0,0,0,Offer D,1.79,Fiber Optic,14,0,0,0,0,0.0,130.0,34.01,1588.51,3
1919-RTPQD          ,1,0,1,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,E- check,44.75,333.65,0,4699,42,0,1,1,1,7,Offer E,28.7,DSL,17,0,0,0,1,0.0,0.0,200.9,534.55,5
8631-NBHFZ          ,1,1,1,0,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Auto Credit card,79.4,5154.6,1,5910,71,0,1,0,1,1,None,30.03,DSL,15,1,1,0,0,0.0,150.0,1981.98,7286.58,1
5696-JVVQY          ,0,0,1,1,48,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Auto Credit card,70.1,3238.4,0,5476,56,0,1,3,1,1,Offer B,4.45,DSL,57,1,0,1,0,0.0,30.0,213.6,3482.0,4
2325-NBPZG          ,0,0,0,0,3,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,E- check,74.55,233.65,0,5125,20,1,0,0,0,0,None,10.1,Fiber Optic,73,0,0,0,1,0.0,0.0,30.3,263.95,3
4188-FRABG          ,1,0,1,0,57,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,E- check,103.05,5925.75,0,5586,36,0,1,0,1,4,None,31.79,Fiber Optic,13,1,1,0,1,0.0,0.0,1812.03,7737.78,4
4849-PYRLQ          ,0,1,0,0,56,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Auto Bank transfer,73.25,4054.2,0,4011,80,0,0,0,0,0,None,37.3,DSL,8,1,1,0,1,17.16,0.0,2088.8,6125.84,3
5197-YPYBZ          ,0,0,1,1,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Auto Credit card,25.25,274.7,0,2646,39,0,1,2,1,4,None,39.59,None,0,0,0,0,0,0.0,0.0,475.08,749.78,3
9801-GDWGV          ,0,0,0,0,39,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,E- check,103.45,3994.45,1,4811,52,0,0,0,0,0,Offer C,34.74,Fiber Optic,28,1,0,1,1,0.0,0.0,1354.86,5349.31,2
5046-NUHWD          ,0,1,1,0,29,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,E- check,45.0,1228.65,0,3094,69,0,1,0,1,5,None,0.0,Cable,23,1,0,0,1,0.0,0.0,0.0,1228.65,3
5876-QMYLD          ,0,0,1,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,415.1,0,3742,44,0,1,0,1,10,None,17.82,None,0,0,0,0,0,0.0,0.0,409.86,824.96,4
3003-CMDUU          ,0,0,1,0,25,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,E- check,95.15,2395.7,0,3273,22,1,1,0,0,0,None,29.81,Fiber Optic,52,0,1,1,0,0.0,80.0,745.25,3220.95,3
7808-DVWEP          ,1,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Auto Bank transfer,20.0,49.65,0,3985,51,0,1,0,1,3,None,31.06,None,0,0,0,0,0,0.0,0.0,93.18,142.83,3
6732-VAILE          ,1,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Auto Credit card,85.95,5931.75,0,6354,33,0,1,0,1,10,None,30.06,Cable,24,1,1,1,1,0.0,0.0,2104.2,8035.95,5
0248-PGHBZ          ,0,1,0,0,67,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Auto Bank transfer,92.45,6140.85,0,5857,69,0,0,0,0,0,Offer A,2.57,Fiber Optic,21,0,1,0,1,0.0,0.0,172.19,6313.04,4
5150-LJNSR          ,1,0,1,1,31,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Auto Bank transfer,98.05,3082.1,0,4524,27,1,1,3,1,3,Offer C,36.49,Fiber Optic,59,1,0,0,1,0.0,0.0,1131.19,4213.29,4
